1503054000 21678760 16.54 Fri, 18 Aug 2017 11:00:00 GMT
1503055800 10479928 8.00 Fri, 18 Aug 2017 11:30:00 GMT
1503057600 16628136 12.69 Fri, 18 Aug 2017 12:00:00 GMT
1503059400 19005056 14.50 Fri, 18 Aug 2017 12:30:00 GMT
1503061200 18403384 14.04 Fri, 18 Aug 2017 13:00:00 GMT
1503063000 12284136 9.37 Fri, 18 Aug 2017 13:30:00 GMT
1503064800 15701416 11.98 Fri, 18 Aug 2017 14:00:00 GMT
1503068400 25625312 19.55 Fri, 18 Aug 2017 15:00:00 GMT
1503070201 19427120 14.82 Fri, 18 Aug 2017 15:30:01 GMT
1503072001 16131472 12.31 Fri, 18 Aug 2017 16:00:01 GMT
1503073801 16254552 12.40 Fri, 18 Aug 2017 16:30:01 GMT
1503075600 10269968 7.84 Fri, 18 Aug 2017 17:00:00 GMT
1503077400 19068016 14.55 Fri, 18 Aug 2017 17:30:00 GMT
1503079200 16823616 12.84 Fri, 18 Aug 2017 18:00:00 GMT
1503117000 19551648 14.92 Sat, 19 Aug 2017 04:30:00 GMT
1503118800 18025456 13.75 Sat, 19 Aug 2017 05:00:00 GMT
1503120600 18329536 13.98 Sat, 19 Aug 2017 05:30:00 GMT
1503122400 21448528 16.36 Sat, 19 Aug 2017 06:00:00 GMT
1503124200 18341120 13.99 Sat, 19 Aug 2017 06:30:00 GMT
1503126000 24382176 18.60 Sat, 19 Aug 2017 07:00:00 GMT
1503127800 19083944 14.56 Sat, 19 Aug 2017 07:30:00 GMT
1503129600 17299256 13.20 Sat, 19 Aug 2017 08:00:00 GMT
1503131400 18743664 14.30 Sat, 19 Aug 2017 08:30:00 GMT
1503156600 16308128 12.44 Sat, 19 Aug 2017 15:30:00 GMT
1503158400 16038800 12.24 Sat, 19 Aug 2017 16:00:00 GMT
1503160200 15921512 12.15 Sat, 19 Aug 2017 16:30:00 GMT
1503162000 16753416 12.78 Sat, 19 Aug 2017 17:00:00 GMT
1503163800 16619448 12.68 Sat, 19 Aug 2017 17:30:00 GMT
1503165600 16290752 12.43 Sat, 19 Aug 2017 18:00:00 GMT
1503167400 20962000 15.99 Sat, 19 Aug 2017 18:30:00 GMT
1503169200 13942096 10.64 Sat, 19 Aug 2017 19:00:00 GMT
1503171000 17007512 12.98 Sat, 19 Aug 2017 19:30:00 GMT
1503172800 16397904 12.51 Sat, 19 Aug 2017 20:00:00 GMT
1503174600 20169248 15.39 Sat, 19 Aug 2017 20:30:00 GMT
1503176400 16932216 12.92 Sat, 19 Aug 2017 21:00:00 GMT
1503178200 20046864 15.29 Sat, 19 Aug 2017 21:30:00 GMT
1503180000 17446256 13.31 Sat, 19 Aug 2017 22:00:00 GMT
1503181800 22753928 17.36 Sat, 19 Aug 2017 22:30:00 GMT
1503183600 18833440 14.37 Sat, 19 Aug 2017 23:00:00 GMT
1503185400 20597104 15.71 Sat, 19 Aug 2017 23:30:00 GMT
1503189000 25213328 19.24 Sun, 20 Aug 2017 00:30:00 GMT
1503190801 23391744 17.85 Sun, 20 Aug 2017 01:00:01 GMT
1503198000 22912456 17.48 Sun, 20 Aug 2017 03:00:00 GMT
1503201600 22942168 17.50 Sun, 20 Aug 2017 04:00:00 GMT
1503203400 21830104 16.65 Sun, 20 Aug 2017 04:30:00 GMT
1503205200 22883496 17.46 Sun, 20 Aug 2017 05:00:00 GMT
1503207000 21021368 16.04 Sun, 20 Aug 2017 05:30:00 GMT
1503234000 18632168 14.21 Sun, 20 Aug 2017 13:00:00 GMT
1503237600 18823304 14.36 Sun, 20 Aug 2017 14:00:00 GMT
1503239400 14569080 11.12 Sun, 20 Aug 2017 14:30:00 GMT
1503266400 21775776 16.61 Sun, 20 Aug 2017 22:00:00 GMT
1503268200 20905528 15.95 Sun, 20 Aug 2017 22:30:00 GMT
1503270000 12789488 9.76 Sun, 20 Aug 2017 23:00:00 GMT
1503271800 16122784 12.30 Sun, 20 Aug 2017 23:30:00 GMT
1503275400 19973016 15.24 Mon, 21 Aug 2017 00:30:00 GMT
1503277200 21327648 16.27 Mon, 21 Aug 2017 01:00:00 GMT
1503279000 24620400 18.78 Mon, 21 Aug 2017 01:30:00 GMT
1503280800 20749144 15.83 Mon, 21 Aug 2017 02:00:00 GMT
1503282600 25096792 19.15 Mon, 21 Aug 2017 02:30:00 GMT
1503284400 21845280 16.67 Mon, 21 Aug 2017 03:00:00 GMT
1503286200 25971384 19.81 Mon, 21 Aug 2017 03:30:00 GMT
1503288000 20404520 15.57 Mon, 21 Aug 2017 04:00:00 GMT
1503289800 25883752 19.75 Mon, 21 Aug 2017 04:30:00 GMT
1503298800 21195128 16.17 Mon, 21 Aug 2017 07:00:00 GMT
1503307800 18574248 14.17 Mon, 21 Aug 2017 09:30:00 GMT
1503309600 16406592 12.52 Mon, 21 Aug 2017 10:00:00 GMT
1503311400 17168240 13.10 Mon, 21 Aug 2017 10:30:00 GMT
1503313200 17460736 13.32 Mon, 21 Aug 2017 11:00:00 GMT
1503315000 17288424 13.19 Mon, 21 Aug 2017 11:30:00 GMT
1503316800 17076320 13.03 Mon, 21 Aug 2017 12:00:00 GMT
1503318600 13904448 10.61 Mon, 21 Aug 2017 12:30:00 GMT
1503320400 10713056 8.17 Mon, 21 Aug 2017 13:00:00 GMT
1503322200 11143112 8.50 Mon, 21 Aug 2017 13:30:00 GMT
1503324000 15730376 12.00 Mon, 21 Aug 2017 14:00:00 GMT
1503325800 16258896 12.40 Mon, 21 Aug 2017 14:30:00 GMT
1503327600 21051080 16.06 Mon, 21 Aug 2017 15:00:00 GMT
1503329400 15976536 12.19 Mon, 21 Aug 2017 15:30:00 GMT
1503331200 16483336 12.58 Mon, 21 Aug 2017 16:00:00 GMT
1503333000 16668680 12.72 Mon, 21 Aug 2017 16:30:00 GMT
1503334801 31893704 24.33 Mon, 21 Aug 2017 17:00:01 GMT
1503336601 26977744 20.58 Mon, 21 Aug 2017 17:30:01 GMT
1503338401 12027840 9.18 Mon, 21 Aug 2017 18:00:01 GMT
1503340200 10513232 8.02 Mon, 21 Aug 2017 18:30:00 GMT
1503342000 15843320 12.09 Mon, 21 Aug 2017 19:00:00 GMT
1503372600 26624432 20.31 Tue, 22 Aug 2017 03:30:00 GMT
1503374400 21640416 16.51 Tue, 22 Aug 2017 04:00:00 GMT
1503376200 21189336 16.17 Tue, 22 Aug 2017 04:30:00 GMT
1503378000 19070912 14.55 Tue, 22 Aug 2017 05:00:00 GMT
1503379800 17132040 13.07 Tue, 22 Aug 2017 05:30:00 GMT
1503381600 20268408 15.46 Tue, 22 Aug 2017 06:00:00 GMT
1503383400 18869640 14.39 Tue, 22 Aug 2017 06:30:00 GMT
1503412200 28236056 21.54 Tue, 22 Aug 2017 14:30:00 GMT
1503414000 28563304 21.79 Tue, 22 Aug 2017 15:00:00 GMT
1503415800 32378784 24.70 Tue, 22 Aug 2017 15:30:00 GMT
1503417600 31444128 23.99 Tue, 22 Aug 2017 16:00:00 GMT
1503419400 31731040 24.21 Tue, 22 Aug 2017 16:30:00 GMT
1503421200 31719944 24.20 Tue, 22 Aug 2017 17:00:00 GMT
1503423000 21628832 16.50 Tue, 22 Aug 2017 17:30:00 GMT
1503424800 26711312 20.38 Tue, 22 Aug 2017 18:00:00 GMT
1503426600 22395784 17.09 Tue, 22 Aug 2017 18:30:00 GMT
1503428400 18873288 14.40 Tue, 22 Aug 2017 19:00:00 GMT
1503430200 20124360 15.35 Tue, 22 Aug 2017 19:30:00 GMT
1503432000 23407728 17.86 Tue, 22 Aug 2017 20:00:00 GMT
1503433800 29708672 22.67 Tue, 22 Aug 2017 20:30:00 GMT
1503435600 30548512 23.31 Tue, 22 Aug 2017 21:00:00 GMT
1503437400 32125384 24.51 Tue, 22 Aug 2017 21:30:00 GMT
1503439200 30836664 23.53 Tue, 22 Aug 2017 22:00:00 GMT
1503441000 30338552 23.15 Tue, 22 Aug 2017 22:30:00 GMT
1503451800 34502512 26.32 Wed, 23 Aug 2017 01:30:00 GMT
1503453600 32862416 25.07 Wed, 23 Aug 2017 02:00:00 GMT
1503455400 32663288 24.92 Wed, 23 Aug 2017 02:30:00 GMT
1503457200 34472592 26.30 Wed, 23 Aug 2017 03:00:00 GMT
1503459000 33385144 25.47 Wed, 23 Aug 2017 03:30:00 GMT
1503460800 32438152 24.75 Wed, 23 Aug 2017 04:00:00 GMT
1503462600 29882432 22.80 Wed, 23 Aug 2017 04:30:00 GMT
1503464400 32727752 24.97 Wed, 23 Aug 2017 05:00:00 GMT
1503466200 34081632 26.00 Wed, 23 Aug 2017 05:30:00 GMT
1503468000 32351968 24.67 Wed, 23 Aug 2017 06:00:00 GMT
1503469800 32924680 25.12 Wed, 23 Aug 2017 06:30:00 GMT
1503471600 33299712 25.41 Wed, 23 Aug 2017 07:00:00 GMT
1503473400 29956280 22.85 Wed, 23 Aug 2017 07:30:00 GMT
1503475200 33929592 25.89 Wed, 23 Aug 2017 08:00:00 GMT
1503477000 34902648 26.63 Wed, 23 Aug 2017 08:30:00 GMT
1503478800 25854096 19.72 Wed, 23 Aug 2017 09:00:00 GMT
1503480600 32194888 24.56 Wed, 23 Aug 2017 09:30:00 GMT
1503491400 25269104 19.28 Wed, 23 Aug 2017 12:30:00 GMT
1503532800 30832320 23.52 Thu, 24 Aug 2017 00:00:00 GMT
1503534600 33134640 25.28 Thu, 24 Aug 2017 00:30:00 GMT
1503536400 35806200 27.32 Thu, 24 Aug 2017 01:00:00 GMT
1503538200 30880104 23.56 Thu, 24 Aug 2017 01:30:00 GMT
1503540000 33681984 25.70 Thu, 24 Aug 2017 02:00:00 GMT
1503541800 35981408 27.45 Thu, 24 Aug 2017 02:30:00 GMT
1503543600 33618272 25.65 Thu, 24 Aug 2017 03:00:00 GMT
1503545400 34727440 26.49 Thu, 24 Aug 2017 03:30:00 GMT
1503547200 35319672 26.95 Thu, 24 Aug 2017 04:00:00 GMT
1503549000 31814064 24.27 Thu, 24 Aug 2017 04:30:00 GMT
1503550800 34288696 26.16 Thu, 24 Aug 2017 05:00:00 GMT
1503572400 33457056 25.53 Thu, 24 Aug 2017 11:00:00 GMT
1503574200 32856136 25.07 Thu, 24 Aug 2017 11:30:00 GMT
1503576000 34287248 26.16 Thu, 24 Aug 2017 12:00:00 GMT
1503577800 30248776 23.08 Thu, 24 Aug 2017 12:30:00 GMT
1503579600 35322568 26.95 Thu, 24 Aug 2017 13:00:00 GMT
1503581400 35319672 26.95 Thu, 24 Aug 2017 13:30:00 GMT
1503583200 28622672 21.84 Thu, 24 Aug 2017 14:00:00 GMT
1503586800 32952192 25.14 Thu, 24 Aug 2017 15:00:00 GMT
1503590400 32743680 24.98 Thu, 24 Aug 2017 16:00:00 GMT
1503592200 32419328 24.73 Thu, 24 Aug 2017 16:30:00 GMT
1503594000 29617448 22.60 Thu, 24 Aug 2017 17:00:00 GMT
1503595800 25392184 19.37 Thu, 24 Aug 2017 17:30:00 GMT
1503599400 22238440 16.97 Thu, 24 Aug 2017 18:30:00 GMT
1503601200 28202752 21.52 Thu, 24 Aug 2017 19:00:00 GMT
1503603000 26832944 20.47 Thu, 24 Aug 2017 19:30:00 GMT
1503604801 26259536 20.03 Thu, 24 Aug 2017 20:00:01 GMT
1503608400 30612224 23.35 Thu, 24 Aug 2017 21:00:00 GMT
1503610200 36433184 27.80 Thu, 24 Aug 2017 21:30:00 GMT
1503612000 31825648 24.28 Thu, 24 Aug 2017 22:00:00 GMT
1503613800 32165928 24.54 Thu, 24 Aug 2017 22:30:00 GMT
1503615600 29673920 22.64 Thu, 24 Aug 2017 23:00:00 GMT
1503617400 32050784 24.45 Thu, 24 Aug 2017 23:30:00 GMT
1503648000 33631304 25.66 Fri, 25 Aug 2017 08:00:00 GMT
1503649800 34675312 26.45 Fri, 25 Aug 2017 08:30:00 GMT
1503651600 31114680 23.74 Fri, 25 Aug 2017 09:00:00 GMT
1503653400 26647600 20.33 Fri, 25 Aug 2017 09:30:00 GMT
1503655200 34637664 26.43 Fri, 25 Aug 2017 10:00:00 GMT
1503664200 33592208 25.63 Fri, 25 Aug 2017 12:30:00 GMT
1503666000 33007216 25.18 Fri, 25 Aug 2017 13:00:00 GMT
1503687600 12199456 9.31 Fri, 25 Aug 2017 19:00:00 GMT
1503689400 28626320 21.84 Fri, 25 Aug 2017 19:30:00 GMT
1503691200 25911528 19.77 Fri, 25 Aug 2017 20:00:00 GMT
1503693000 27123992 20.69 Fri, 25 Aug 2017 20:30:00 GMT
1503694800 32494624 24.79 Fri, 25 Aug 2017 21:00:00 GMT
1503696600 33493744 25.55 Fri, 25 Aug 2017 21:30:00 GMT
1503698400 30202440 23.04 Fri, 25 Aug 2017 22:00:00 GMT
1503700200 31286992 23.87 Fri, 25 Aug 2017 22:30:00 GMT
1503702000 32399056 24.72 Fri, 25 Aug 2017 23:00:00 GMT
1503703800 30631048 23.37 Fri, 25 Aug 2017 23:30:00 GMT
1503705600 35487640 27.07 Sat, 26 Aug 2017 00:00:00 GMT
1503707400 31330432 23.90 Sat, 26 Aug 2017 00:30:00 GMT
1503709200 33114368 25.26 Sat, 26 Aug 2017 01:00:00 GMT
1503725400 34463904 26.29 Sat, 26 Aug 2017 05:30:00 GMT
1503727200 31524464 24.05 Sat, 26 Aug 2017 06:00:00 GMT
1503729000 23981832 18.30 Sat, 26 Aug 2017 06:30:00 GMT
1503730800 31036488 23.68 Sat, 26 Aug 2017 07:00:00 GMT
1503732600 31105504 23.73 Sat, 26 Aug 2017 07:30:00 GMT
1503734400 33951312 25.90 Sat, 26 Aug 2017 08:00:00 GMT
1503736200 33009624 25.18 Sat, 26 Aug 2017 08:30:00 GMT
1503738000 32755264 24.99 Sat, 26 Aug 2017 09:00:00 GMT
1503739800 34996768 26.70 Sat, 26 Aug 2017 09:30:00 GMT
1503741600 34584088 26.39 Sat, 26 Aug 2017 10:00:00 GMT
1503743400 34224984 26.11 Sat, 26 Aug 2017 10:30:00 GMT
1503745200 32258600 24.61 Sat, 26 Aug 2017 11:00:00 GMT
1503747000 32865312 25.07 Sat, 26 Aug 2017 11:30:00 GMT
1503748800 34096112 26.01 Sat, 26 Aug 2017 12:00:00 GMT
1503750600 36011064 27.47 Sat, 26 Aug 2017 12:30:00 GMT
1503765000 34013576 25.95 Sat, 26 Aug 2017 16:30:00 GMT
1503768600 34242600 26.12 Sat, 26 Aug 2017 17:30:00 GMT
1503801000 34338888 26.20 Sun, 27 Aug 2017 02:30:00 GMT
1503802800 33311296 25.41 Sun, 27 Aug 2017 03:00:00 GMT
1503804600 33282336 25.39 Sun, 27 Aug 2017 03:30:00 GMT
1503806400 36037880 27.49 Sun, 27 Aug 2017 04:00:00 GMT
1503808200 31161016 23.77 Sun, 27 Aug 2017 04:30:00 GMT
1503810000 34796944 26.55 Sun, 27 Aug 2017 05:00:00 GMT
1503813600 15560264 11.87 Sun, 27 Aug 2017 06:00:00 GMT
1503815400 35367456 26.98 Sun, 27 Aug 2017 06:30:00 GMT
1503817200 34295936 26.16 Sun, 27 Aug 2017 07:00:00 GMT
1503819000 34522088 26.34 Sun, 27 Aug 2017 07:30:00 GMT
1503822600 33729768 25.73 Sun, 27 Aug 2017 08:30:00 GMT
1503824400 34300520 26.17 Sun, 27 Aug 2017 09:00:00 GMT
1503833401 34901440 26.63 Sun, 27 Aug 2017 11:30:01 GMT
1503835201 34653104 26.44 Sun, 27 Aug 2017 12:00:01 GMT
1503837001 31686640 24.17 Sun, 27 Aug 2017 12:30:01 GMT
1503840600 32797256 25.02 Sun, 27 Aug 2017 13:30:00 GMT
1503842400 31250304 23.84 Sun, 27 Aug 2017 14:00:00 GMT
1503844200 23470688 17.91 Sun, 27 Aug 2017 14:30:00 GMT
1503846000 33680536 25.70 Sun, 27 Aug 2017 15:00:00 GMT
1503847800 25277792 19.29 Sun, 27 Aug 2017 15:30:00 GMT
1503849600 29317712 22.37 Sun, 27 Aug 2017 16:00:00 GMT
1503851400 31739464 24.21 Sun, 27 Aug 2017 16:30:00 GMT
1503853200 21198776 16.17 Sun, 27 Aug 2017 17:00:00 GMT
1503855000 28443120 21.70 Sun, 27 Aug 2017 17:30:00 GMT
1503856800 20373416 15.54 Sun, 27 Aug 2017 18:00:00 GMT
1503858600 16517392 12.60 Sun, 27 Aug 2017 18:30:00 GMT
1503860400 18757448 14.31 Sun, 27 Aug 2017 19:00:00 GMT
1503862200 23960112 18.28 Sun, 27 Aug 2017 19:30:00 GMT
1503864000 16288608 12.43 Sun, 27 Aug 2017 20:00:00 GMT
1503865800 21301584 16.25 Sun, 27 Aug 2017 20:30:00 GMT
1503867600 22167488 16.91 Sun, 27 Aug 2017 21:00:00 GMT
1503869400 25872920 19.74 Sun, 27 Aug 2017 21:30:00 GMT
1503871200 26830048 20.47 Sun, 27 Aug 2017 22:00:00 GMT
1503873000 33094096 25.25 Sun, 27 Aug 2017 22:30:00 GMT
1503874800 36614184 27.93 Sun, 27 Aug 2017 23:00:00 GMT
1503876600 32555440 24.84 Sun, 27 Aug 2017 23:30:00 GMT
1503878400 32033672 24.44 Mon, 28 Aug 2017 00:00:00 GMT
1503880200 34045432 25.97 Mon, 28 Aug 2017 00:30:00 GMT
1503882000 31378216 23.94 Mon, 28 Aug 2017 01:00:00 GMT
1503918000 32664040 24.92 Mon, 28 Aug 2017 11:00:00 GMT
1503919800 32042848 24.45 Mon, 28 Aug 2017 11:30:00 GMT
1503921600 32787120 25.01 Mon, 28 Aug 2017 12:00:00 GMT
1503923400 29169320 22.25 Mon, 28 Aug 2017 12:30:00 GMT
1503925200 27213768 20.76 Mon, 28 Aug 2017 13:00:00 GMT
1503927000 30940920 23.61 Mon, 28 Aug 2017 13:30:00 GMT
1503928800 31578040 24.09 Mon, 28 Aug 2017 14:00:00 GMT
1503932400 21795352 16.63 Mon, 28 Aug 2017 15:00:00 GMT
1503934200 12543328 9.57 Mon, 28 Aug 2017 15:30:00 GMT
1503936000 21070864 16.08 Mon, 28 Aug 2017 16:00:00 GMT
1503937800 31404280 23.96 Mon, 28 Aug 2017 16:30:00 GMT
1503939600 22226856 16.96 Mon, 28 Aug 2017 17:00:00 GMT
1503941400 23841376 18.19 Mon, 28 Aug 2017 17:30:00 GMT
1503943200 15014368 11.45 Mon, 28 Aug 2017 18:00:00 GMT
1503945000 21019920 16.04 Mon, 28 Aug 2017 18:30:00 GMT
1503946800 8205120 6.26 Mon, 28 Aug 2017 19:00:00 GMT
1503948600 27713328 21.14 Mon, 28 Aug 2017 19:30:00 GMT
1506187020 11479048 8.76 Sat, 23 Sep 2017 17:17:00 GMT
1506187067 14000256 10.68 Sat, 23 Sep 2017 17:17:47 GMT
1506187082 16232136 12.38 Sat, 23 Sep 2017 17:18:02 GMT
